player_id,Name,Sex,Team,NOC,Year,Season,City,Sport,Event,Medal,medal_score
3,Edgar Aabye,M,Denmark/Sweden,DEN,1900,Summer,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,3
37,Arvo Aaltonen,M,Finland,FIN,1920,Summer,Antwerpen,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,1
38,Arvo Aaltonen,M,Finland,FIN,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Breaststroke,Bronze,1
41,Paavo Aaltonen,M,Finland,FIN,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,1
42,Paavo Aaltonen,M,Finland,FIN,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,3
44,Paavo Aaltonen,M,Finland,FIN,1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Gold,3
48,Paavo Aaltonen,M,Finland,FIN,1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,3
50,Paavo Aaltonen,M,Finland,FIN,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1
79,Ragnhild Aamodt,F,Norway,NOR,2008,Summer,Beijing,Handball,Handball Women's Handball,Gold,3
86,Alf Aanning,M,Norway,NOR,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver,2
91,Willemien Aardenburg,F,Netherlands,NED,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Bronze,1
92,Pepijn Aardewijn,M,Netherlands,NED,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Silver,2
105,Ann Aarnes,F,Norway,NOR,1996,Summer,Atlanta,Football,Football Women's Football,Bronze,1
106,Karl Aas,M,Norway,NOR,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver,2
117,Thomas Aas,M,Taifun,NOR,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Gold,3
150,Ren Abadie,M,France,FRA,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",Gold,3
158,Giovanni Abagnale,M,Italy,ITA,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze,1
159,Jos Gmez,M,Spain,ESP,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Individual",Bronze,1
161,Patimat Abakarova,F,Azerbaijan,AZE,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,Bronze,1
163,Mariya (-tarabina),F,Russia,RUS,2008,Summer,Beijing,Athletics,Athletics Women's Javelin Throw,Silver,2
172,Aleksey Abalmasov,M,Belarus,BLR,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,3
173,Luc Abalo,M,France,FRA,2008,Summer,Beijing,Handball,Handball Men's Handball,Gold,3
174,Luc Abalo,M,France,FRA,2012,Summer,London,Handball,Handball Men's Handball,Gold,3
175,Luc Abalo,M,France,FRA,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver,2
178,Jouan Etong,M,Cameroon,CMR,2000,Summer,Sydney,Football,Football Men's Football,Gold,3
182,Jos Plotas,M,Spain,ESP,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold,3
186,Stephen Abas,M,United States,USA,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,2
188,Alejandro Garca,M,Spain,ESP,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold,3
191,Jos Gmez,M,Spain,ESP,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Bronze,1
195,Tamila Abasova,F,Russia,RUS,2004,Summer,Athina,Cycling,Cycling Women's Sprint,Silver,2
200,Jol Abati,M,France,FRA,2008,Summer,Beijing,Handball,Handball Men's Handball,Gold,3
208,Pter Abay,M,Hungary,HUN,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",Silver,2
210,Oszkr Abay-nemes,M,Hungary,HUN,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,1
214,Silvano Abba,M,Italy,ITA,1936,Summer,Berlin,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,1
218,Agostino Abbagnale,M,Italy,ITA,1988,Summer,Seoul,Rowing,Rowing Men's Quadruple Sculls,Gold,3
219,Agostino Abbagnale,M,Italy,ITA,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,Gold,3
220,Agostino Abbagnale,M,Italy,ITA,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Gold,3
221,Carmine Abbagnale,M,Italy,ITA,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold,3
222,Carmine Abbagnale,M,Italy,ITA,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold,3
223,Carmine Abbagnale,M,Italy,ITA,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver,2
226,Giuseppe Abbagnale,M,Italy,ITA,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold,3
227,Giuseppe Abbagnale,M,Italy,ITA,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold,3
228,Giuseppe Abbagnale,M,Italy,ITA,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver,2
268,George Abbot,M,Thessalonki-1,GRE,1906,Summer,Athina,Football,Football Men's Football,Bronze,1
274,Desmond Abbott,M,Australia,AUS,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze,1
283,Margaret (-dunne),F,United States,USA,1900,Summer,Paris,Golf,Golf Women's Individual,Gold,3
286,Monica Abbott,F,United States,USA,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver,2
311,Nia Abdallah,F,United States,USA,2004,Summer,Athina,Taekwondo,Taekwondo Women's Featherweight,Silver,2
450,Saeid Abdevali,M,Iran,IRI,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,1
476,Reema Abdo,F,Canada,CAN,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,1
524,Lala Rashid,M,Pakistan,PAK,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold,3
525,Muhammad Rashid,M,Pakistan,PAK,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver,2
550,Zagalav Abdulbekov,M,Soviet Union,URS,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,3
587,Mukhammad Abdullayev,M,Uzbekistan,UZB,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,Gold,3
590,Namiq Abdullayev,M,Azerbaijan,AZE,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,2
591,Namiq Abdullayev,M,Azerbaijan,AZE,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,3
609,Julius Abdur-rahim,M,United States,USA,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold,3
617,Yusup Abdusalomov,M,Tajikistan,TJK,2008,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,2
620,Andrey Abduvaliyev,M,Unified Team,EUN,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,Gold,3
655,Addis Abebe,M,Ethiopia,ETH,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",Bronze,1
663,Max Abegglen,M,Switzerland,SUI,1924,Summer,Paris,Football,Football Men's Football,Silver,2
677,Irene Abel,F,East Germany,GDR,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,Silver,2
684,Jennifer Abel,F,Canada,CAN,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Bronze,1
700,Egil Abel,M,Fornebo,NOR,1920,Summer,Antwerpen,Sailing,Sailing Mixed 7 metres,Silver,2
702,Abelardo Antua,M,Spain,ESP,1992,Summer,Barcelona,Football,Football Men's Football,Gold,3
710,Louis Abell,M,Vesper Boat Club,USA,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold,3
711,Louis Abell,M,Vesper Boat Club,USA,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold,3
720,Gezahgne Abera,M,Ethiopia,ETH,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,Gold,3
727,Nils Berg,M,Sweden,SWE,1912,Summer,Stockholm,Athletics,Athletics Men's Long Jump,Bronze,1
728,Nils Berg,M,Sweden,SWE,1912,Summer,Stockholm,Athletics,Athletics Men's Triple Jump,Silver,2
739,Michael Abernathy,M,United States,USA,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold,3
740,Moira (-ford),F,South Africa,RSA,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,1
747,Elvan Abeylegesse,F,Turkey,TUR,2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",Silver,2
771,Ismail (-nizamolu),M,Bulgaria,BUL,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,3
787,Edgar Ablowich,M,United States,USA,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,3
789,Denis Ablyazin,M,Russia,RUS,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,1
790,Denis Ablyazin,M,Russia,RUS,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Silver,2
794,Denis Ablyazin,M,Russia,RUS,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver,2
796,Denis Ablyazin,M,Russia,RUS,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,Silver,2
797,Denis Ablyazin,M,Russia,RUS,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Bronze,1
803,Viktor Aboimov,M,Soviet Union,URS,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,2
804,Viktor Aboimov,M,Soviet Union,URS,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,1
814,Matthew Abood,M,Australia,AUS,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,1
861,Alaaeldin Abouelkassem,M,Egypt,EGY,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",Silver,2
884,Attila Brahm,M,Hungary,HUN,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,1
885,Attila Brahm,M,Hungary,HUN,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,3
886,Attila Brahm,M,Hungary,HUN,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,2
892,Gary Abraham,M,Great Britain,GBR,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,1
903,Ara Abrahamian,M,Sweden,SWE,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,2
915,Harold Abrahams,M,Great Britain,GBR,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,Gold,3
917,Harold Abrahams,M,Great Britain,GBR,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,2
921,Isak Abrahamsen,M,Norway,NOR,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold,3
929,Erik Abrahamsson,M,Sweden,SWE,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,Bronze,1
966,Pavel Abramov,M,Russia,RUS,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze,1
971,Nelli Abramova,F,Soviet Union,URS,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Silver,2
1029,Alejandro Redondo,M,Spain,ESP,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze,1
1035,Svetlana Abrosimova,F,Russia,RUS,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze,1
1043,Saypulla Absaidov,M,Soviet Union,URS,1980,Summer,Moskva,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,3
1044,Julien Absalon,M,France,FRA,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,3
1045,Julien Absalon,M,France,FRA,2008,Summer,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,3
1080,Ahmad Abughaush,M,Jordan,JOR,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Gold,3
1089,Ginko Abukawa-chiba,F,Japan,JPN,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Bronze,1
1105,Aleksandr Abushakhmetov,M,Soviet Union,URS,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team",Bronze,1
1106,Magomedgasan Abushev,M,Soviet Union,URS,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,3
1121,Andreea Acatrinei,F,Romania,ROU,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Bronze,1
1126,William Accambray,M,France,FRA,2012,Summer,London,Handball,Handball Men's Handball,Gold,3
1154,Domingo Villanueva,M,Spain,ESP,1920,Summer,Antwerpen,Football,Football Men's Football,Silver,2
1162,Anibl Acevedo,M,Puerto Rico,PUR,1992,Summer,Barcelona,Boxing,Boxing Men's Welterweight,Bronze,1
1173,Daniel Villagrn,M,Mexico,MEX,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver,2
1191,Joachim Acheampong,M,Ghana,GHA,1992,Summer,Barcelona,Football,Football Men's Football,Bronze,1
1192,Alfred Achermann,M,Switzerland,SUI,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,2
1196,Abdel Achik,M,Morocco,MAR,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,Bronze,1
1198,Mohamed Achik,M,Morocco,MAR,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight,Bronze,1
1227,Chantal Achterberg,F,Netherlands,NED,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze,1
1228,Chantal Achterberg,F,Netherlands,NED,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver,2
1237,Fausto (padovini-),M,Sweden,SWE,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold,3
1238,Paul Ackerley,M,New Zealand,NZL,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Gold,3
1239,Charles Ackerly,M,United States,USA,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,3
1276,Lautaro Acosta,M,Argentina,ARG,2008,Summer,Beijing,Football,Football Men's Football,Gold,3
1288,Osmay Duarte,M,Cuba,CUB,2008,Summer,Beijing,Boxing,Boxing Men's Heavyweight,Bronze,1
1293,Martn Daz,M,Uruguay,URU,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Bronze,1
1325,Kazimierz Adach,M,Poland,POL,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,Bronze,1
1345,Gordon Adam,M,United States,USA,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Gold,3
1352,Ji Adam,M,Czechoslovakia,TCH,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,2
1373,Otto Adam,M,Germany,GER,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Team",Bronze,1
1375,Pierre Adam,M,France,FRA,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,3
1388,Dariusz Adamczuk,M,Poland,POL,1992,Summer,Barcelona,Football,Football Men's Football,Silver,2
1450,Benjamin Adams,M,United States,USA,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Silver,2
1451,Benjamin Adams,M,United States,USA,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Bronze,1
1462,Edgar Adams,M,United States,USA,1904,Summer,St. Louis,Swimming,Swimming Men's Plunge For Distance,Silver,2
1472,Harry Adams,M,United States,USA,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold,3
1490,Adrian Adams,M,Great Britain,GBR,1980,Summer,Moskva,Judo,Judo Men's Lightweight,Silver,2
1491,Adrian Adams,M,Great Britain,GBR,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,Silver,2
1494,Nicola Adams,F,Great Britain,GBR,2012,Summer,London,Boxing,Boxing Women's Flyweight,Gold,3
1495,Nicola Adams,F,Great Britain,GBR,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Gold,3
1511,Platt Adams,M,United States,USA,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Gold,3
1512,Platt Adams,M,United States,USA,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Silver,2
1514,Rachael Adams,F,United States,USA,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze,1
1527,Valerie (-price),F,New Zealand,NZL,2008,Summer,Beijing,Athletics,Athletics Women's Shot Put,Gold,3
1528,Valerie (-price),F,New Zealand,NZL,2012,Summer,London,Athletics,Athletics Women's Shot Put,Gold,3
1529,Valerie (-price),F,New Zealand,NZL,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Silver,2
1533,Filip Adamski,M,Germany,GER,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold,3
1534,Herbert Adamski,M,Germany,GER,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold,3
1535,Jerzy Adamski,M,Poland,POL,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,Silver,2
1579,Simon Addo,M,Ghana,GHA,1992,Summer,Barcelona,Football,Football Men's Football,Bronze,1
1583,Eugene Addor,M,Switzerland,SUI,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Bronze,1
1617,Olubayo Adefemi,M,Nigeria,NGR,2008,Summer,Beijing,Football,Football Men's Football,Silver,2
1637,Ayodele Adeleye,M,Nigeria,NGR,2008,Summer,Beijing,Football,Football Men's Football,Silver,2
1651,Ademir Kaefer,M,Brazil,BRA,1984,Summer,Los Angeles,Football,Football Men's Football,Silver,2
1652,Ademir Kaefer,M,Brazil,BRA,1988,Summer,Seoul,Football,Football Men's Football,Silver,2
1665,Olapade Adeniken,M,Nigeria,NGR,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,2
1668,Adenzia Silva,F,Brazil,BRA,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Gold,3
1712,Franck Adisson,M,France-1,FRA,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,1
1713,Franck Adisson,M,France-1,FRA,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,3
1722,Sammi Adjei,M,Ghana,GHA,1992,Summer,Barcelona,Football,Football Men's Football,Bronze,1
1727,Charles Adkins,M,United States,USA,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,Gold,3
1728,Derrick Adkins,M,United States,USA,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold,3
1729,Robert Adlard,M,Great Britain,GBR,1948,Summer,London,Hockey,Hockey Men's Hockey,Silver,2
1733,Daniel Adler,M,Brazil,BRA,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Silver,2
1737,Egon Adler,M,Germany,GER,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,2
1739,Margarete Adler,F,Austria,AUT,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,1
1752,Gregor Adlercreutz,M,Sweden,SWE,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze,1
1755,Nils Adlercreutz,M,Sweden,SWE,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,3
1756,Anna Oelreich-),F,Sweden,SWE,1908,Summer,London,Tennis,"Tennis Women's Singles, Covered Courts",Bronze,1
1762,Erik Adlerz,M,Sweden,SWE,1912,Summer,Stockholm,Diving,Diving Men's Platform,Gold,3
1763,Erik Adlerz,M,Sweden,SWE,1912,Summer,Stockholm,Diving,Diving Men's Plain High,Gold,3
1764,Erik Adlerz,M,Sweden,SWE,1920,Summer,Antwerpen,Diving,Diving Men's Platform,Silver,2
1772,Rebecca Adlington,F,Great Britain,GBR,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,Gold,3
1773,Rebecca Adlington,F,Great Britain,GBR,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Gold,3
1774,Rebecca Adlington,F,Great Britain,GBR,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,Bronze,1
1775,Rebecca Adlington,F,Great Britain,GBR,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Bronze,1
1807,Dainius Adomaitis,M,Lithuania,LTU,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Bronze,1
1843,Nathan Adrian,M,United States,USA,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,3
1844,Nathan Adrian,M,United States,USA,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Gold,3
1845,Nathan Adrian,M,United States,USA,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,2
1846,Nathan Adrian,M,United States,USA,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,3
1847,Nathan Adrian,M,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Bronze,1
1848,Nathan Adrian,M,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Bronze,1
1849,Nathan Adrian,M,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,3
1850,Nathan Adrian,M,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,3
1856,Adriana Santos,F,Brazil,BRA,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Silver,2
1857,Adriana Santos,F,Brazil,BRA,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze,1
1863,Adriana Pinto,F,Brazil,BRA,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze,1
1872,Attila Adrovicz,M,Hungary,HUN,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,2
1899,Klaus Aeffke,M,Germany,GER,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver,2
1942,Kseniya Afanasyeva,F,Russia,RUS,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver,2
1968,Olabisi Afolabi,F,Nigeria,NGR,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,2
1976,Felicia (-jitianu),F,Romania,ROU,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze,1
1977,Cecil Afrika,M,South Africa,RSA,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,1
1997,Muhammad Manna,M,Pakistan,PAK,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver,2
2002,Timothy Agaba,M,South Africa,RSA,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,1
2005,Lavinia (-carney),F,Romania,ROU,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Gold,3
2007,Lavinia (-carney),F,Romania,ROU,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,Bronze,1
2016,Luca Agamennoni,M,Italy,ITA,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze,1
2017,Luca Agamennoni,M,Italy,ITA,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver,2
2031,Andre Agassi,M,United States,USA,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Gold,3
2044,Clarisse Agbegnenou,F,France,FRA,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Silver,2
2062,Henrik Agersborg,M,Stella-2,NOR,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Bronze,1
2065,Viktor Ageyev,M,Soviet Union,URS,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Bronze,1
2066,Viktor Ageyev,M,Soviet Union,URS,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Silver,2
2067,Viktor Ageyev,M,Soviet Union,URS,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Bronze,1
2099,Marilyn Agliotti,F,Netherlands,NED,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold,3
2100,Marilyn Agliotti,F,Netherlands,NED,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold,3
2110,Yannick Agnel,M,France,FRA,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,Gold,3
2111,Yannick Agnel,M,France,FRA,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,3
2112,Yannick Agnel,M,France,FRA,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,2
2143,Judit Goston-mendelnyi,F,Hungary,HUN,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",Gold,3
2144,Carlo Faini,M,Italy,ITA,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold,3
2145,Carlo Faini,M,Italy,ITA,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Bronze,1
2146,Carlo Faini,M,Italy,ITA,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver,2
2148,Carlo Faini,M,Italy,ITA,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Silver,2
2159,Erik Gren,M,Sweden,SWE,1936,Summer,Berlin,Boxing,Boxing Men's Lightweight,Bronze,1
2170,Ioannis Agrimis,M,"Large boat, Central Naval Prep School ""Poros""-1",GRE,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold,3
2173,Estella (-blits),F,Netherlands,NED,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Gold,3
2183,Sergio Castillo,M,Argentina,ARG,2008,Summer,Beijing,Football,Football Men's Football,Gold,3
2184,Taismary (-botteghi),F,Cuba,CUB,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold,3
2256,Jos Pulsn,M,Cuba,CUB,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,Bronze,1
2263,Macarena Daz,F,Spain,ESP,2012,Summer,London,Handball,Handball Women's Handball,Bronze,1
2280,Sandra Navarro,F,Spain,ESP,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,2
2288,Jorge Ruiz,M,Cuba,CUB,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,1
2331,Sri Agustiani,F,Indonesia,INA,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Silver,2
